words,spell,correct,frequency
ด์,"['ดี', 'ดู', 'ดำ', 'ดา', 'ดิ', 'ดุ', 'ดง', 'ดม', 'ดด', 'ดะ', 'ดก', 'ดล', 'ดอ', 'ดร', 'ดน', 'ดบ', 'ดค', 'ดส', 'ดต', 'ดป', 'ดช', 'ดึ', 'ดท', 'ดจ', 'ดพ', 'ดท์', 'นด์', 'วด์', 'ดส์', 'ลด์']",ด์,40
ดก,['ดก'],ดก,2
ดวก,['ดวก'],ดวก,2
ดวงตา,['ดวงตา'],ดวงตา,2
ด้วย,['ด้วย'],ด้วย,310
ดัก,['ดัก'],ดัก,4
ดัง,['ดัง'],ดัง,2
ดังกล่าว,['ดังกล่าว'],ดังกล่าว,2
ดัด,['ดัด'],ดัด,12
ดัน,['ดัน'],ดัน,5
ดับ,['ดับ'],ดับ,42
ดาด,['ดาด'],ดาด,4
ดาดฟ้า,['ดาดฟ้า'],ดาดฟ้า,2
ดาน,['ดาน'],ดาน,5
ด้าน,['ด้าน'],ด้าน,18
ด้านใน,"['ด้านใน', 'ด้าน', 'ข้างใน', 'ช้านาน']",ด้านใน,43
ด้านนอก,['ด้านนอก'],ด้านนอก,6
ด้านบน,"['ด้านบน', 'ด้าน', 'ข้างบน', 'ช้านาน']",ด้านบน,21
ด้านล่าง,"['ด้านล่าง', 'ข้างล่าง']",ด้านล่าง,13
ด้านหน้า,['ด้านหน้า'],ด้านหน้า,18
ด้านหลัง,"['ข้างหลัง', 'ย้อนหลัง', 'ล้าหลัง']",ด้านหลัง,4
ด้าม,['ด้าม'],ด้าม,4
ด้ามจับ,['ด้ามจับ'],ด้ามจับ,3
ดาษ,['ดาษ'],ดาษ,4
ดำ,['ดำ'],ดำ,6
ดำเนินการ,['ดำเนินการ'],ดำเนินการ,8
ดิ,['ดิน'],ดิน,6
ดิน,['ดิน'],ดิน,741
ดินทราย,['หินทราย'],หินทราย,2
ดี,['ดี'],ดี,2
ดึก,['ดึก'],ดึก,2
ดึง,['ดึง'],ดึง,19
ดื่ม,['ดื่ม'],ดื่ม,2
ดุด,['ดุด'],ดุด,4
ดู,['ดู'],ดู,37
ดูแล,['ดูแล'],ดูแล,11
ดูงาน,['ดูงาน'],ดูงาน,11
ดูด,['ดูด'],ดูด,40
ตก,['ตก'],ตก,49
ตกแต่ง,['ตกแต่ง'],ตกแต่ง,2
ตกค้าง,['ตกค้าง'],ตกค้าง,2
ตกรอบ,"['กรอบ', 'ตีกรอบ', 'ตกขอบ']",กรอบ,7
ตกลง,['ตกลง'],ตกลง,2
ต๋ง,['แต่ง'],แต่ง,13
ตน,['ตน'],ตน,12
ต้น,['ต้น'],ต้น,3
ต้นไม้,['ต้นไม้'],ต้นไม้,8
ตรง,['ตรง'],ตรง,42
ตรงกัน,['ตรงกัน'],ตรงกัน,2
ตรงข้าม,['ตรงข้าม'],ตรงข้าม,3
ตรว,"['ตรวจ', 'ตัว', 'ตรง', 'ตรวจ', 'ตรา', 'ตรี', 'ติว', 'ตร', 'ตระ', 'ตรวน', 'ตรม', 'รว', 'ตริ', 'ตาว', 'ตรู', 'ตรุ', 'เรว', 'แรว', 'ตรำ', 'ตรวย', 'ตรัว', 'ตีว', 'ตวร', 'ตรก', 'ตไว', 'ตุว']",ตรวจ,2
ตรวจ,['ตรวจ'],ตรวจ,50
ตรวจวัด,"['ตรวจวัด', 'ตรวจจับ', 'ตำรวจวัง']",ตรวจวัด,88
ตรวจสอบ,['ตรวจสอบ'],ตรวจสอบ,238
ตราย,['ตราย'],ตราย,5
ตลอด,['ตลอด'],ตลอด,2
ตลอดเวลา,['ตลอดเวลา'],ตลอดเวลา,3
ต่อ,['ต่อ'],ต่อ,57
ต่อเติม,['ต่อตาม'],ต่อตาม,3
ต่อเนื่อง,['ต่อเนื่อง'],ต่อเนื่อง,6
ตอก,['ตอก'],ตอก,4
ต่อกัน,"['ตรงกัน', 'ก่อกวน', 'ตัดกัน', 'พอกัน']",ต่อกัน,2
ต้อง,['ต้อง'],ต้อง,19
ต้องตาม,['ต้องตา'],ต้องตา,2
ตอน,['ตอน'],ตอน,10
ต่อย,['ต่อย'],ต่อย,2
ต่อย,['ต่อ'],ต่อ,2
ต่อสาย,"['ต่อสาย', 'ต่อมา', 'ต่อสู้', 'ต่อย', 'ต่อตา', 'ต่าย', 'ต่ออายุ', 'ต่อตาม', 'ต่อปาก']",ต่อสาย,43
ต่อหน้า,['ต่อหน้า'],ต่อหน้า,2
ต่ออายุ,['ต่ออายุ'],ต่ออายุ,3
ตะ,['ตะ'],ตะ,4
ตะแกรง,['ตะแกรง'],ตะแกรง,14
ตะไคร่,['ตะไคร่'],ตะไคร่,2
ตะกร้า,['ตะกร้า'],ตะกร้า,4
ตะกอน,['ตะกอน'],ตะกอน,24
ตะขอ,['ตะขอ'],ตะขอ,4
ตะวันตก,['ตะวันตก'],ตะวันตก,2
ตะวันออก,['ตะวันออก'],ตะวันออก,2
ตั้,['ตั้ง'],ตั้ง,55
ตัก,['ตัก'],ตัก,2
ตักเตือน,['ตักเตือน'],ตักเตือน,2
ตัง,['ตั้ง'],ตั้ง,14
ตั่ง,['ตั้ง'],ตั้ง,11
ตั้ง,['ตั้ง'],ตั้ง,404
ตั้งแต่,['ตั้งแต่'],ตั้งแต่,2
ตั้งไฟ,['บั้งไฟ'],บั้งไฟ,2
ตั้งฉาก,['ตั้งฉาก'],ตั้งฉาก,2
ตั้งหน้า,['ตั้งหน้า'],ตั้งหน้า,40
ตั้งอยู่,['ตั้งอยู่'],ตั้งอยู่,2
ตัด,['ตัด'],ตัด,1507
ตัน,['ตัน'],ตัน,3
ตั้นั่ง,['ตั้นั่ง'],ตั้วนั่ง,2
ตัว,['ตัว'],ตัว,57
ตัวใหม่,['ตัวใหม่'],ตัวใหม่,11
ตัวนำ,['ตัวนำ'],ตัวนำ,3
ตัวหนังสือ,['ตัวหนังสือ'],ตัวหนังสือ,4
ตัวอย่าง,['ตัวอย่าง'],ตัวอย่าง,26
ตัวอักษร,['ตัวอักษร'],ตัวอักษร,3
ตา,['ตา'],ตา,8
ตาเดียว,['ตาเดียว'],ตาเดียว,2
ตาข่าย,['ตาข่าย'],ตาข่าย,12
ต่าง,['ต่าง'],ต่าง,20
ต่างกัน,"['ตรงกัน', 'ต่างแดน']",ตรงกัน,3
ต่างๆ,['ต่าง'],ต่าง ๆ,5
ต๊าบ,"['ตราบ', 'ต๊าย', 'ป๊าบ', 'ตาบ', 'จ๊าบ', 'ต๊าว', 'ต๊า', 'บ๊าบ', 'ก๊าบ', 'ต๊อบ']",สต๊าฟ,3
ต๊าฟ,"['ต๊าย', 'ต๊าว', 'ต๊า', 'สต๊าฟ']",สต๊าฟ,7
ตาม,['ตาม'],ตาม,32
ตามกฎหมาย,['ตามกฎหมาย'],ตามกฎหมาย,6
ตามจริง,"['ความจริง', 'สมจริง', 'ภาพจริง']",ความจริง,2
ตามที่,['ตามที'],ตามที,8
ตามปกติ,['ตามปกติ'],ตามปกติ,4
ตาย,['ตาย'],ตาย,4
ตำ,['ต่ำ'],ต่ำ,6
ต่ำ,['ต่ำ'],ต่ำ,6
ตำแหน่ง,['ตำแหน่ง'],ตำแหน่ง,20
ต่ำกว่า,['ต่ำกว่า'],ต่ำกว่า,4
ต่ำสุด,['ต่ำสุด'],ต่ำสุด,2
ติก,['ติก'],ติก,3
ติ๊ก,['ติ๊ก'],ติ๊ก,2
ติด,['ติด'],ติด,75
ติดไฟ,['ติดไฟ'],ติดไฟ,6
ติดกับ,"['ติดกับ', 'ติดตัว', 'ติดขัด', 'ตัดกัน', 'ติดพัน', 'ติดสัด', 'ตกับ']",ติดกับ,5
ติดต่อ,['ติดต่อ'],ติดต่อ,3
ติดตัง,"['ติดตั้ง', 'ติดตัว']",ติดตั้ง,2
ติดตั้ง,['ติดตั้ง'],ติดตั้ง,2850
ติดตาม,['ติดตาม'],ติดตาม,2
ติดป้าย,"['ปิดท้าย', 'ติดปาก', 'บิดซ้าย']",ติดป้าย,5
ติดลบ,['ติดลม'],ติดลม,2
ตี,['ตี'],ตี,8
ตี้ง,['ตี้ง'],ตั้ง,2
ตึก,['ตึก'],ตึก,26
ตุ้,['ตุ้'],ตู้,2
ตุก,['ตุก'],ตุก,2
ตู,['ตู'],ตู้,5
ตู,['ตู'],ตู,3
ตู้,['ตู้'],ตู้,100
ถ,"['รถ', 'ถู', 'ไถ', 'โถ', 'ถม', 'ถา', 'ถก', 'ถะ', 'ถุ', 'ถิ', 'ถี', 'ถึ', 'ถง', 'สถ', 'เถ', 'แถ', 'ถน', 'ตถ', 'บถ', 'ถด', 'ถอ', 'ถร', 'ถำ', 'ญถ', 'ปถ', 'ถบ', 'ถป', 'ถว']",รถ,2
ถนน,['ถนน'],ถนน,10
ถนัด,['ถนัด'],ถนัด,2
ถม,['ถม'],ถม,18
ถ้วน,['ถ้วน'],ถ้วน,20
ถอก,['ถอด'],ถอด,2
ถอด,['ถอด'],ถอด,865
ถอน,['ถอน'],ถอน,100
ถัง,['ถัง'],ถัง,234
ถังน้ำ,"['ถังน้ำ', 'ฟองน้ำ', 'ปันน้ำ', 'หัวน้ำ', 'ซัดน้ำ', 'แดงน้ำ']",ถังน้ำ,6
ถ้า,['ถ้า'],ถ้า,4
ถาด,['ถาด'],ถาด,24
ถ่าบ,"['ถ่าย', 'ถ่าน', 'ถ่าง', 'ถ่า', 'ถ่าม']",ถ่าย,3
ถาม,['ถาม'],ถาม,4
ถ่าย,['ถ่าย'],ถ่าย,11
ถ่ายภาพ,['ถ่ายภาพ'],ถ่ายภาพ,2
ถ่ายรูป,['ถ่ายรูป'],ถ่ายรูป,288
ถึง,['ถึง'],ถึง,6
ถือ,['ถือ'],ถือ,3
ถุก,['ถูก'],ถูก,12
ถุง,['ถุง'],ถุง,25
ถุงพลาสติก,['ถุงพลาสติก'],ถุงพลาสติก,6
ถุงมือ,['ถุงมือ'],ถุงมือ,41
ถูก,['ถูก'],ถูก,12
ถูกจุด,['ถูกจุด'],ถูกจุด,2
ถูกต้อง,['ถูกต้อง'],ถูกต้อง,3
ท,"['ทำ', 'ที', 'บท', 'ทา', 'ทน', 'ไท', 'โท', 'เท', 'ทะ', 'ทอ', 'ทิ', 'ทร', 'ทู', 'ทบ', 'ทุ', 'ทศ', 'ทย', 'ฤท', 'ทด', 'ทง', 'ทม', 'นท', 'รท', 'มท', 'ทส', 'ทก', 'ลท', 'แท', 'ทท', 'ทฤ', 'สท', 'กท', 'ทพ', 'ทึ', 'ทว', 'ยท', 'ปท', 'ชท', 'ทล', 'ทป', 'ดท', 'ทค', 'คท', 'อท', 'พท', 'จท', 'วท', 'ทฏ', 'ภท', 'ฉท', 'ใท', 'ผท', 'ศท', 'ษท']",ทำ,2
ทดแทน,['ทดแทน'],ทดแทน,8
ทดลอง,['ทดลอง'],ทดลอง,3
ทดสอบ,['ทดสอบ'],ทดสอบ,26
ทบทวน,['ทบทวน'],ทบทวน,2
ทรัพย์,['ทรัพย์'],ทรัพย์,5
ทรัพย์สิน,['ทรัพย์สิน'],ทรัพย์สิน,3
ทราบ,['ทราบ'],ทราบ,4
ทราย,['ทราย'],ทราย,26
ทริป,['ทริป'],ทริป,3
ทรุด,['ทรุด'],ทรุด,2
ทวน,['ทวน'],ทวน,2
ท่วม,['ท่วม'],ท่วม,2
ทอ,['ทอ'],ทอ,2
ท่อ,['ท่อ'],ท่อ,467
ท่อไอเสีย,['ท่อไอเสีย'],ท่อไอเสีย,8
ทอง,['ทอง'],ทอง,3
ทอง,['ท้อง'],ท้อง,3
ท้อง,['ท้อง'],ท้อง,3
ทองเหลือง,['ทองเหลือง'],ทองเหลือง,2
ทองแดง,['ทองแดง'],ทองแดง,2
ท้อน,['ท้อน'],ท้อน,2
ท่อน้ำ,['ท่อน้ำ'],ท่อน้ำ,2
ท่อระบายน้ำ,['ท่อระบายน้ำ'],ท่อระบายน้ำ,2
ทั้ง,['ทั้ง'],ทั้ง,8
ทั้งสอง,['ทั้งผอง'],ทั้งผอง,2
ทั้งหมด,['ทั้งหมด'],ทั้งหมด,2
ทัน,['ทัน'],ทัน,3
ทันที,['ทันที'],ทันที,2
ทับ,['ทับ'],ทับ,2
ทับซ้อน,['ทับซ้อน'],ทับซ้อน,5
ทั่ว,['ทั่ว'],ทั่ว,3
ทั่วไป,['ทั่วไป'],ทั่วไป,108
ทา,['ทำ'],ทำ,3
ทา,['ทา'],ทา,2
ท่า,['ท่า'],ท่า,4
ท้า,['ท้า'],ท้า,2
ทํา,"['ทำ', 'ท่า', 'ทา', 'ทรา', 'ท้า', 'ทยา', 'ทนา', 'ทวา', 'ทมา', 'ทศา', 'ทหา']",ทํา,242
